# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	0.9986977	-2.2252401e-11	2.3523966e-10	0.35200003	0	0
0	0.99869925	-9.250641e-10	-5.086263e-11	0.35299996	0	0
0	0.99870086	-5.0226845e-10	7.8519186e-10	0.354	0	0
0	0.9987024	-2.0980835e-10	7.629394e-11	0.35499996	0	0
0	0.99870384	-2.1696091e-10	2.4477642e-10	0.35599998	0	0
0	0.9987055	-5.753835e-10	9.504953e-10	0.35699996	0	0
0	0.998707	-8.630753e-10	5.5631e-10	0.358	0	0
0	0.9987084	1.1825562e-09	1.0681153e-09	0.359	0	0
0	0.9987101	7.629394e-11	-5.9604643e-10	0.36	0	0
0	0.9987116	1.7801921e-10	1.150767e-09	0.36100003	0	0
0	0.99871314	9.695689e-11	-4.005432e-10	0.36199996	0	0
0	0.99871457	9.695689e-11	6.278356e-10	0.363	0	0
0	0.99871606	-5.2452088e-11	-3.5127004e-10	0.36399996	0	0
0	0.9987176	-5.674362e-10	1.1761983e-10	0.365	0	0
0	0.99871916	1.2556711e-10	7.05719e-10	0.366	0	0
0	0.99872065	-9.2665353e-10	-5.4041546e-11	0.367	0	0
0	0.9987221	-1.6212463e-10	-4.1643777e-10	0.368	0	0
0	0.9987236	1.0967255e-09	3.115336e-10	0.369	0	0
0	0.99872524	-3.4014383e-10	3.1789144e-12	0.37000003	0	0
0	0.99872655	-6.731351e-10	1.4591217e-09	0.37099996	0	0
0	0.9987281	1.3033549e-10	4.2597453e-10	0.37199998	0	0
0	0.9987296	-2.5749206e-10	1.7054875e-09	0.37299997	0	0
0	0.998731	-2.9087066e-10	-4.83195e-10	0.374	0	0
0	0.9987325	-8.312861e-10	8.106232e-10	0.375	0	0
0	0.99873394	-1.192093e-10	1.2175242e-09	0.376	0	0
0	0.9987354	-1.6053518e-10	1.5036266e-09	0.37700003	0	0
0	0.99873686	-6.389618e-10	-6.4531963e-10	0.37800002	0	0
0	0.99873835	4.2915345e-11	7.5658163e-10	0.37900004	0	0
0	0.9987398	8.138021e-10	1.7929077e-09	0.37999997	0	0
0	0.99874127	6.024043e-10	-1.1126201e-11	0.38099998	0	0
0	0.9987427	4.2915345e-11	6.135305e-10	0.382	0	0
0	0.9987441	-1.3224284e-09	-4.0690104e-10	0.383	0	0
0	0.9987455	1.4305115e-10	6.580353e-10	0.384	0	0
0	0.998747	-3.306071e-10	-5.753835e-10	0.385	0	0
0	0.99874836	-1.0871887e-09	5.2134197e-10	0.38600004	0	0
0	0.9987498	-5.4279964e-10	-1.5735627e-10	0.38699993	0	0
0	0.9987512	1.3868015e-09	5.849202e-10	0.38800004	0	0
0	0.9987526	-1.5099844e-10	7.279714e-10	0.38899997	0	0
0	0.99875396	-2.6543936e-10	1.6530355e-10	0.39	0	0
0	0.9987554	3.194809e-10	4.5458476e-10	0.391	0	0
0	0.99875677	5.618731e-10	-5.4041543e-10	0.392	0	0
0	0.9987583	-4.673004e-10	-7.5022377e-10	0.39300004	0	0
0	0.9987597	4.609426e-10	1.27156575e-11	0.39400002	0	0
0	0.99876106	-1.467069e-09	5.4041546e-11	0.39500004	0	0
0	0.9987625	-1.9637743e-09	-4.1007994e-10	0.39599994	0	0
0	0.99876386	3.9895376e-10	-1.9709269e-10	0.39700004	0	0
0	0.99876523	-6.667773e-10	3.417333e-10	0.39799997	0	0
0	0.99876666	5.4041543e-10	1.9868216e-09	0.39899996	0	0
0	0.99876803	-7.05719e-10	-2.0662944e-10	0.4	0	0
0	0.99876666	-1.192093e-10	1.2842815e-09	0.39899996	0	0
0	0.9987653	-5.356471e-10	-2.0662944e-10	0.39799997	0	0
0	0.99876386	3.3378602e-11	1.1825562e-09	0.39700004	0	0
0	0.9987625	-4.418691e-10	-6.548564e-10	0.39599994	0	0
0	0.99876106	-7.2161355e-10	-4.1325887e-10	0.39500004	0	0
0	0.9987597	9.012222e-10	-3.6239625e-10	0.39400002	0	0
0	0.9987583	-1.4193853e-09	-7.947286e-11	0.39300004	0	0
0	0.99875677	1.9232432e-10	-2.5749206e-10	0.392	0	0
0	0.9987555	5.086263e-11	6.7710876e-10	0.391	0	0
0	0.9987541	1.4066696e-10	-5.5948896e-10	0.39	0	0
0	0.9987526	-2.5431315e-11	9.950002e-10	0.38899997	0	0
